split,file_name,question,answer,receipt_currency,question_category,operations
train,receipt_00196,What is the price of the 2nd position in thousands?,28.0,Indonesian rupiah,amount,division;sorting
train,receipt_00196,What is the average price of a position?,25500.0,Indonesian rupiah,amount,counting;division;summation
train,receipt_00196,How many goods are in the 1st position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00196,How many positions were bought?,2.0,Indonesian rupiah,count,counting
train,receipt_00196,How many goods in the 2nd position can be purchased for 189042?,6.0,Indonesian rupiah,count,division;sorting
train,receipt_00196,Which position has the minimum amount?,1.0,Indonesian rupiah,count,sorting
train,receipt_00196,How much was paid by card?,51000.0,Indonesian rupiah,amount,-
train,receipt_00196,What is the total amount paid?,51000.0,Indonesian rupiah,amount,-
train,receipt_00197,How much should be paid for 3 products from the 3rd position?,2727.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00197,What is the quantity of products in the 3rd position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00197,What is the sum of prices in the first 2 positions?,66364.0,Indonesian rupiah,amount,sorting;summation
train,receipt_00197,How many goods were sold in total?,4.0,Indonesian rupiah,count,summation
train,receipt_00197,What is the price of the 2nd position in thousands?,40.909,Indonesian rupiah,amount,division;sorting
train,receipt_00197,How many positions are with price larger than 909.0 in the receipt?,2.0,Indonesian rupiah,count,counting;sorting
train,receipt_00197,How much cash was received?,100000.0,Indonesian rupiah,amount,-
train,receipt_00197,How much was charged for the service?,0.0,Indonesian rupiah,amount,-
train,receipt_00197,What share of the cash received was used for the payment?,0.74,Indonesian rupiah,ratio,division
train,receipt_00197,What share of cash was returned as change?,0.26,Indonesian rupiah,ratio,division
train,receipt_00197,What is the change amount?,26000.0,Indonesian rupiah,amount,-
train,receipt_00197,What is the total amount due?,74000.0,Indonesian rupiah,amount,-
train,receipt_00197,How much in total was paid in taxes?,6727.0,Indonesian rupiah,amount,-
train,receipt_00198,How many goods in the 1st position can be purchased for 66680?,3.0,Indonesian rupiah,count,division;sorting
train,receipt_00198,How many goods are in the 1st position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00198,How many goods were sold in total?,1.0,Indonesian rupiah,count,summation
train,receipt_00198,What is ratio of the amount due and the cash received?,0.4,Indonesian rupiah,ratio,division
train,receipt_00198,What share of cash was returned as change?,0.6,Indonesian rupiah,ratio,division
train,receipt_00198,What is the total amount of taxes to be paid?,1818.0,Indonesian rupiah,amount,-
train,receipt_00198,What is the cash value?,50000.0,Indonesian rupiah,amount,-
train,receipt_00198,How much was paid in real money after all the reductions applied?,20000.0,Indonesian rupiah,amount,subtraction
train,receipt_00199,What is the price of the 1st position in thousands?,164.7,Indonesian rupiah,amount,division;sorting
train,receipt_00199,How many positions are free of charge?,0.0,Indonesian rupiah,count,counting
train,receipt_00199,What is the mean price in the first 3 positions?,104700.0,Indonesian rupiah,amount,counting;division;sorting;summation
train,receipt_00199,What is the total number of positions?,3.0,Indonesian rupiah,count,counting
train,receipt_00199,How many goods in the 3rd position can be bought for 425601?,5.0,Indonesian rupiah,count,division;sorting
train,receipt_00199,How many positions are with unit price lower than or equal to 74700.0?,2.0,Indonesian rupiah,count,counting;division;sorting
train,receipt_00199,How much should be paid for 4 products from the 1st position?,658800.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00199,What is the total quantity of goods sold?,3.0,Indonesian rupiah,count,summation
train,receipt_00199,What is the maximum price of a position?,164700.0,Indonesian rupiah,amount,sorting
train,receipt_00199,How much was paid in real money after all the reductions applied?,314100.0,Indonesian rupiah,amount,subtraction
train,receipt_00200,How many goods were sold in total?,2.0,Indonesian rupiah,count,summation
train,receipt_00200,What is the average price of a position?,24818.0,Indonesian rupiah,amount,counting;division;summation
train,receipt_00200,What is the position number of the maximum quantity of items?,1.0,Indonesian rupiah,count,sorting
train,receipt_00200,How much should be paid for 2 items from the 1st position?,12000.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00200,How many positions are with price lower than or equal to 6000.0 in the receipt?,1.0,Indonesian rupiah,count,counting;sorting
train,receipt_00200,What is the greatest unit price?,43636.0,Indonesian rupiah,amount,division;sorting
train,receipt_00200,How many positions do contain zero price?,0.0,Indonesian rupiah,count,counting
train,receipt_00200,What is the price of the 2nd position in thousands?,43.636,Indonesian rupiah,amount,division;sorting
train,receipt_00200,How many goods in the 1st position can be purchased for 6789?,1.0,Indonesian rupiah,count,division;sorting
train,receipt_00200,How many goods in the 2nd position were purchased?,1.0,Indonesian rupiah,count,sorting
train,receipt_00200,What is the total number of positions?,2.0,Indonesian rupiah,count,counting
train,receipt_00200,How much in total was paid in taxes?,4964.0,Indonesian rupiah,amount,-
train,receipt_00200,What is the cash value?,54600.0,Indonesian rupiah,amount,-
train,receipt_00200,What is ratio of the amount due and the cash received?,1.0,Indonesian rupiah,ratio,division
train,receipt_00200,What is the total amount paid?,54600.0,Indonesian rupiah,amount,-
train,receipt_00200,What is the ratio of change to cash?,0.0,Indonesian rupiah,ratio,division
train,receipt_00201,What is the price of the 1st position in thousands?,23.0,Indonesian rupiah,amount,division;sorting
train,receipt_00201,How many goods in the 1st position can be purchased for 49503?,2.0,Indonesian rupiah,count,division;sorting
train,receipt_00201,What is the total quantity of goods sold?,1.0,Indonesian rupiah,count,summation
train,receipt_00201,How much should be paid for 4 items from the 1st position?,92000.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00201,What is the total amount due?,23000.0,Indonesian rupiah,amount,-
train,receipt_00201,What share of the cash received was used for the payment?,0.46,Indonesian rupiah,ratio,division
train,receipt_00201,What is the ratio of change to cash?,0.54,Indonesian rupiah,ratio,division
train,receipt_00201,How much cash was received?,50000.0,Indonesian rupiah,amount,-
train,receipt_00201,What is the change amount?,27000.0,Indonesian rupiah,amount,-
train,receipt_00202,How many positions were bought?,1.0,Indonesian rupiah,count,counting
train,receipt_00202,How many goods are in the 1st position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00202,How many goods were sold in total?,1.0,Indonesian rupiah,count,summation
train,receipt_00202,How many goods in the 1st position can be purchased for 72281?,1.0,Indonesian rupiah,count,division;sorting
train,receipt_00202,What is the price of the 1st position in thousands?,46.364,Indonesian rupiah,amount,division;sorting
train,receipt_00202,What is the total amount paid?,51000.0,Indonesian rupiah,amount,-
train,receipt_00202,How much was paid digitally?,51000.0,Indonesian rupiah,amount,-
train,receipt_00202,How much in total was paid in taxes?,4636.0,Indonesian rupiah,amount,-
train,receipt_00203,How many goods in the 6th position can be purchased for 431088?,49.0,Indonesian rupiah,count,division;sorting
train,receipt_00203,How many positions are free of cost?,1.0,Indonesian rupiah,count,counting
train,receipt_00203,What is the quantity of products in the 6th position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00203,What is the minimum price in the first 8 positions?,5909.0,Indonesian rupiah,amount,counting;sorting
train,receipt_00203,What is the total quantity of goods sold?,23.0,Indonesian rupiah,count,summation
train,receipt_00203,How much should be paid for 3 products from the 7th position?,20454.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00203,What is the smallest unit price in the receipt?,0.0,Indonesian rupiah,amount,division;sorting
train,receipt_00203,How many positions are with price lower than or equal to 16818.0 in the receipt?,12.0,Indonesian rupiah,count,counting;sorting
train,receipt_00203,What is the price of the 4th position in thousands?,28.635,Indonesian rupiah,amount,division;sorting
train,receipt_00203,How much in total was paid in taxes?,21636.0,Indonesian rupiah,amount,-
train,receipt_00203,What is the change amount?,62003.0,Indonesian rupiah,amount,-
train,receipt_00203,What is the total amount paid?,237997.0,Indonesian rupiah,amount,-
train,receipt_00203,What share of cash was returned as change?,0.2067,Indonesian rupiah,ratio,division
train,receipt_00203,How much was paid digitally?,0.0,Indonesian rupiah,amount,-
train,receipt_00203,What is the cash amount?,300000.0,Indonesian rupiah,amount,-
train,receipt_00203,What is ratio of the amount due and the cash received?,0.7933,Indonesian rupiah,ratio,division
train,receipt_00204,How many positions are in the receipt?,1.0,Indonesian rupiah,count,counting
train,receipt_00204,How many goods in the 1st position can be bought for 3491?,0.0,Indonesian rupiah,count,division;sorting
train,receipt_00204,What is the total quantity of goods sold?,1.0,Indonesian rupiah,count,summation
train,receipt_00204,What is the price of the 1st position in thousands?,17.0,Indonesian rupiah,amount,division;sorting
train,receipt_00204,What would be the price of the 1st position if the quantity in that position were to change to 2?,34000.0,Indonesian rupiah,amount,division;multiplication;sorting
train,receipt_00204,What is the total amount paid?,17000.0,Indonesian rupiah,amount,-
train,receipt_00205,How many goods in the 1st position were purchased?,1.0,Indonesian rupiah,count,sorting
train,receipt_00205,How much should be paid for 3 products from the 1st position?,75000.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00205,How many goods in the 1st position can be bought for 89106?,3.0,Indonesian rupiah,count,division;sorting
train,receipt_00205,What is the total quantity of goods sold?,2.0,Indonesian rupiah,count,summation
train,receipt_00205,What is the price of the 1st position in thousands?,25.0,Indonesian rupiah,amount,division;sorting
train,receipt_00205,How many positions are free of charge?,0.0,Indonesian rupiah,count,counting
train,receipt_00205,What is the position number of the highest quantity of items?,1.0,Indonesian rupiah,count,sorting
train,receipt_00205,What is the least unit price in the receipt?,20000.0,Indonesian rupiah,amount,division;sorting
train,receipt_00205,What is the ratio of change to cash?,0.1,Indonesian rupiah,ratio,division
train,receipt_00205,What share of the cash received was used for the payment?,0.9,Indonesian rupiah,ratio,division
train,receipt_00205,What is the total amount paid?,45000.0,Indonesian rupiah,amount,-
train,receipt_00205,How much was paid by cash?,50000.0,Indonesian rupiah,amount,-
train,receipt_00205,What is the change amount?,5000.0,Indonesian rupiah,amount,-
train,receipt_00206,What would be the price of the 2nd position if the quantity in that position were to change to 4?,24000.0,Indonesian rupiah,amount,division;multiplication;sorting
